0.724858,1
0.389501,2
0.350935,3
0.340224,4
0.331777,5
0.323857,6
0.316398,7
0.309396,8
0.302827,9
0.296664,10
0.290878,11
0.285441,12
0.280329,13
0.275518,14
0.270986,15
0.266714,16
0.262684,17
0.258878,18
0.255280,19
0.251878,20
0.248657,21
0.245605,22
0.242711,23
0.239964,24
0.237356,25
0.234876,26
0.232517,27
0.230271,28
0.228130,29
0.226089,30
0.224141,31
0.222280,32
0.220501,33
0.218800,34
0.217171,35
0.215610,36
0.214114,37
0.212679,38
0.211300,39
0.209976,40
0.208702,41
0.207477,42
0.206297,43
0.205160,44
0.204064,45
0.203007,46
0.201986,47
0.200999,48
0.200046,49
0.199124,50
0.198231,51
0.197367,52
0.196529,53
0.195717,54
0.194929,55
0.194164,56
0.193421,57
0.192699,58
0.191997,59
0.191314,60
0.190649,61
0.190002,62
0.189371,63
0.188756,64
0.188156,65
0.187571,66
0.187000,67
0.186442,68
0.185897,69
0.185364,70
0.184843,71
0.184333,72
0.183834,73
0.183345,74
0.182866,75
0.182397,76
0.181937,77
0.181486,78
0.181043,79
0.180609,80
0.180182,81
0.179763,82
0.179352,83
0.178947,84
0.178550,85
0.178158,86
0.177774,87
0.177395,88
0.177022,89
0.176655,90
0.176294,91
0.175938,92
0.175587,93
0.175241,94
0.174899,95
0.174563,96
0.174231,97
0.173903,98
0.173580,99
0.173260,100
0.172945,101
0.172634,102
0.172326,103
0.172022,104
0.171721,105
0.171424,106
0.171130,107
0.170840,108
0.170552,109
0.170268,110
0.169987,111
0.169708,112
0.169432,113
0.169159,114
0.168889,115
0.168621,116
0.168355,117
0.168092,118
0.167832,119
0.167574,120
0.167318,121
0.167064,122
0.166812,123
0.166562,124
0.166315,125
0.166069,126
0.165825,127
0.165583,128
0.165343,129
0.165105,130
0.164869,131
0.164634,132
0.164401,133
0.164169,134
0.163939,135
0.163711,136
0.163484,137
0.163259,138
0.163035,139
0.162812,140
0.162591,141
0.162371,142
0.162153,143
0.161935,144
0.161719,145
0.161505,146
0.161291,147
0.161079,148
0.160867,149
0.160657,150
0.160448,151
0.160240,152
0.160034,153
0.159828,154
0.159623,155
0.159419,156
0.159216,157
0.159015,158
0.158814,159
0.158614,160
0.158414,161
0.158216,162
0.158019,163
0.157822,164
0.157627,165
0.157432,166
0.157238,167
0.157045,168
0.156852,169
0.156660,170
0.156469,171
0.156279,172
0.156090,173
0.155901,174
0.155713,175
0.155525,176
0.155338,177
0.155152,178
0.154967,179
0.154782,180
0.154598,181
0.154414,182
0.154231,183
0.154049,184
0.153867,185
0.153686,186
0.153505,187
0.153325,188
0.153145,189
0.152966,190
0.152788,191
0.152610,192
0.152432,193
0.152255,194
0.152079,195
0.151903,196
0.151727,197
0.151552,198
0.151378,199
0.151204,200
0.151030,201
0.150857,202
0.150684,203
0.150512,204
0.150340,205
0.150169,206
0.149998,207
0.149827,208
0.149657,209
0.149487,210
0.149318,211
0.149149,212
0.148980,213
0.148812,214
0.148645,215
0.148477,216
0.148310,217
0.148143,218
0.147977,219
0.147811,220
0.147645,221
0.147480,222
0.147315,223
0.147151,224
0.146987,225
0.146823,226
0.146659,227
0.146496,228
0.146333,229
0.146170,230
0.146008,231
0.145846,232
0.145685,233
0.145523,234
0.145362,235
0.145202,236
0.145041,237
0.144881,238
0.144721,239
0.144562,240
0.144402,241
0.144243,242
0.144085,243
0.143926,244
0.143768,245
0.143610,246
0.143453,247
0.143296,248
0.143139,249
0.142982,250
0.142825,251
0.142669,252
0.142513,253
0.142358,254
0.142202,255
0.142047,256
0.141892,257
0.141737,258
0.141583,259
0.141429,260
0.141275,261
0.141121,262
0.140968,263
0.140815,264
0.140662,265
0.140509,266
0.140357,267
0.140204,268
0.140052,269
0.139901,270
0.139749,271
0.139598,272
0.139447,273
0.139296,274
